"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDFM","WDFM_ATTRIBUTES","WSFM","WSFM_ATTRIBUTES"
"USW00023272","1946-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","51.9","X","13.6",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","10",",X","0",",X","","","","","8.3",",X,28,","0",",,X,31,+","0",",,X,31,+","2.0",",,X,02,","30.0",",X,11,","361.9","X","94.5",",X","3.8",",,,X","","","0",",,,X","15.72",",X","19.58",",,,X","11.86",",,,X","","","","","",""
"USW00023272","1946-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","51.9","X","0.0",",X","8",",X","5",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","7.2",",X,20,","0",",,X,30,+","0",",,X,30,+","39.1",",,X,19,","20.0",",X,04,+","534.2","X","172.3",",X","69.5",",,,X","","","0",",,,X","12.59",",X","15.68",",,,X","9.49",",,,X","","","","","",""
"USW00023272","1946-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","51.9","X","0.0",",X","10",",X","8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","5.0",",X,20,","0",",,X,31,+","0",",,X,31,+","19.8",",,X,24,","17.8",",X,23,","769.6","X","235.4",",X","70.2",",,,X","","","0",",,,X","10.74",",X","13.10",",,,X","8.38",",,,X","","","","","",""
"USW00023272","1947-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","X","0.0",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","1.7",",X,05,","0",",,X,31,+","0",",,X,31,+","16.0",",,X,28,","16.7",",X,22,","1076.4","X","306.8",",X","34.3",",,,X","","","0",",,,X","8.44",",X","11.76",",,,X","5.11",",,,X","","","","","",""
"USW00023272","1947-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","X","0.0",",X","6",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","6.7",",X,07,+","0",",,X,28,+","0",",,X,28,+","31.0",",,X,12,","23.9",",X,24,","1253.7","X","177.3",",X","67.3",",,,X","","","0",",,,X","12.00",",X","15.14",",,,X","8.86",",,,X","","","","","",""
"USW00023272","1947-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","X","0.0",",X","10",",X","7",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","","","","","7.8",",X,06,+","0",",,X,31,+","0",",,X,31,+","38.6",",,X,27,","24.4",",X,14,","1408.9","X","155.2",",X","92.4",",,,X","","","0",",,,X","13.33",",X","16.31",",,,X","10.34",",,,X","","","","","",""
"USW00023272","1947-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","15.9","X","15.9",",X","4",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","8",",X","0",",X","","","","","8.9",",X,21,+","0",",,X,30,+","0",",,X,30,+","2.5",",,X,02,","30.0",",X,12,","1533.6","X","124.7",",X","4.4",",,,X","","","0",",,,X","14.71",",X","18.50",",,,X","10.91",",,,X","","","","","",""
"USW00023272","1947-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","20.4","X","4.5",",X","3",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","8.9",",X,20,","0",",,X,31,+","0",",,X,31,+","8.1",",,X,31,+","30.0",",X,01,","1662.4","X","128.8",",X","17.0",",,,X","","","0",",,,X","14.32",",X","17.43",",,,X","11.22",",,,X","","","","","",""
"USW00023272","1947-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","32.1","X","11.7",",X","6",",X","2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","9",",X","0",",X","","","","","10.0",",X,30,","0",",,X,30,+","0",",,X,30,+","7.1",",,X,06,","30.6",",X,22,","1727.0","X","64.6",",X","16.2",",,,X","","","0",",,,X","16.57",",X","20.41",",,,X","12.72",",,,X","","","","","",""
"USW00023272","1947-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","32.9","X","0.8",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","5",",X","0",",X","","","","","10.0",",X,01,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,17,+","22.8",",X,19,","85.0","X","85.0",",X","0.0",",T,,X","","","0",",,,X","15.62",",X","18.82",",,,X","12.42",",,,X","","","","","",""
"USW00023272","1947-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","40.1","X","7.2",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","7",",X","0",",X","","","","","11.1",",X,11,","0",",,X,31,+","0",",,X,31,+","0.0",",T,X,28,+","28.3",",X,31,+","148.0","X","63.0",",X","0.0",",T,,X","","","0",",,,X","16.53",",X","19.69",",,,X","13.37",",,,X","","","","","",""
"USW00023272","1947-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","56.5","X","16.4",",X","0",",X","0",",X","0",",X","0","1,X","0",",X","0",",X","0",",X","0",",X","8",",X","2",",X","","","","","10.6",",X,14,+","0","1,,X,30,+","0",",,X,30,+","0.0",",T,X,30,+","33.3",",X,20,","224.2","X","76.2",",X","0.0",",T,,X","","","0",",,,X","16.34",",X","20.21",",,,X","12.47",",,,X","","","","","",""
"USW00023272","1947-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","65.7","X","9.2",",X","8",",X","5",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","11",",X","0",",X","","","","","11.1",",X,23,","0",",,X,31,+","0",",,X,31,+","20.8",",,X,09,","28.3",",X,12,","284.8","X","60.6",",X","53.2",",,,X","","","0",",,,X","16.67",",X","20.22",",,,X","13.13",",,,X","","","","","",""
"USW00023272","1947-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","65.7","X","0.0",",X","3",",X","2",",X","1",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","6.1",",X,23,","0",",,X,30,+","0",",,X,30,+","25.4",",,X,15,","20.6",",X,26,","446.3","X","161.5",",X","35.3",",,,X","","","0",",,,X","12.95",",X","16.27",",,,X","9.62",",,,X","","","","","",""
"USW00023272","1947-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","65.7","X","0.0",",X","4",",X","3",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","0",",X","","","","","5.0",",X,27,","0",",,X,31,+","0",",,X,31,+","21.8",",,X,20,","20.6",",X,02,","687.8","X","241.5",",X","46.7",",,,X","","","0",",,,X","10.54",",X","13.41",",,,X","7.67",",,,X","","","","","",""
"USW00023272","1948-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",X","5",",X","3",",X","0",",X","","","","","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","5.6",",X,28,","","","","","9.9",",,X,02,","23.9",",X,23,","865.1","0","177.3",",X","25.4",",,,X","","","","","12.61",",X","16.43",",,,X","8.80",",,,X","","","","","",""
"USW00023272","1948-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",X","9",",X","7",",X","0",",X","","","","","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","3.9",",X,07,+","","","","","12.7",",,X,05,+","21.1",",X,17,","1094.3","0","229.2",",X","59.0",",,,X","","","","","10.43",",X","13.64",",,,X","7.22",",,,X","","","","","",""
"USW00023272","1948-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",X","10",",X","9",",X","0",",X","","","","","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","6.1",",X,25,","","","","","21.3",",,X,23,","21.7",",X,27,","1322.9","0","228.6",",X","78.1",",,,X","","","","","10.96",",X","13.85",",,,X","8.06",",,,X","","","","","",""
"USW00023272","1948-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",X","16",",X","9",",X","0",",X","","","","","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","6.7",",X,28,+","","","","","13.2",",,X,28,","21.1",",X,14,","1513.9","0","191.0",",X","77.5",",,,X","","","","","11.97",",X","14.75",",,,X","9.18",",,,X","","","","","",""
"USW00023272","1948-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",X","4",",X","2",",X","0",",X","","","","","0",",X","0",",X","0",",X","1",",X","0",",X","","","","","8.3",",X,01,","","","","","8.4",",,X,29,","21.1",",X,15,","1676.8","0","162.9",",X","13.8",",,,X","","","","","13.08",",X","16.00",",,,X","10.16",",,,X","","","","","",""
"USW00023272","1948-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","2.2","0","2.2",",X","1",",X","0",",X","0",",X","","","","","0",",X","0",",X","0",",X","2",",X","0",",X","","","","","10.6",",X,01,","","","","","0.3",",,X,03,","26.7",",X,22,","1772.6","0","95.8",",X","0.3",",,,X","","","","","15.21",",X","18.04",",,,X","12.39",",,,X","","","","","",""
"USW00023272","1948-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","4.7","0","2.5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","10.6",",0,19,","0",",,0,31,+","0",",,0,31,+","0.5",",,0,05,","28.3",",0,14,","100.9","0","100.9",",0","0.5",",,,0","","","0",",,,0","15.16",",0","18.26",",,,0","12.05",",,,0","","","","","",""
"USW00023272","1948-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","5.0","0","0.3",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","","","","","11.1",",0,12,+","0",",,0,31,+","0",",,0,31,+","0.3",",,0,22,+","23.3",",0,28,+","193.0","0","92.1",",0","0.6",",,,0","","","0",",,,0","15.37",",0","18.32",",,,0","12.42",",,,0","","","","","",""
"USW00023272","1948-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.4","0","1.4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","10.0",",0,13,+","0",",,0,30,+","0",",,0,30,+","2.3",",,0,18,","28.3",",0,13,","278.5","0","85.5",",0","2.3",",,,0","","","0",",,,0","15.53",",0","19.37",",,,0","11.69",",,,0","","","","","",""
"USW00023272","1948-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","12.8","0","6.4",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","","","","","8.3",",0,30,","0",",,0,31,+","0",",,0,31,+","3.8",",,0,11,","28.9",",0,17,","365.3","0","86.8",",0","5.2",",,,0","","","0",",,,0","15.74",",0","19.81",",,,0","11.67",",,,0","","","","","",""
"USW00023272","1948-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","12.8","0","0.0",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","5.6",",0,28,","0",",,0,30,+","0",",,0,30,+","7.9",",,0,02,","22.8",",0,13,","505.5","0","140.2",",0","30.1",",,,0","","","0",",,,0","13.66",",0","17.67",",,,0","9.65",",,,0","","","","","",""
"USW00023272","1948-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","12.8","0","0.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.8",",0,24,","0",",,0,31,+","0",",,0,31,+","33.3",",,0,26,","17.2",",0,01,","801.9","0","296.4",",0","121.0",",,,0","","","0",",,,0","8.77",",0","11.20",",,,0","6.35",",,,0","","","","","",""
"USW00023272","1949-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","","","0.0",",0,10,","0",",,0,31,+","0",",T,0,22,","38.4",",,0,19,","15.6",",0,28,","1152.1","0","350.2",",0","55.9",",,,0","","","0",",T,,0","7.04",",0","10.32",",,,0","3.75",",,,0","","","","","",""
"USW00023272","1949-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","11",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.8",",0,14,+","0",",,0,28,+","0",",,0,28,+","27.9",",,0,04,","16.1",",0,24,+","1412.0","0","259.9",",0","77.3",",,,0","","","0",",,,0","9.05",",0","11.82",",,,0","6.29",",,,0","","","","","",""
"USW00023272","1949-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","7.2",",0,24,+","0",",,0,31,+","0",",T,0,22,","33.3",",,0,19,","18.3",",0,31,+","1615.2","0","203.2",",0","148.8",",,,0","","","0",",T,,0","11.78",",0","14.53",",,,0","9.02",",,,0","","","","","",""
"USW00023272","1949-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","","","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","7.8",",0,10,+","","","0",",,0,30,+","0.0",",T,0,28,","23.9",",0,11,","1772.7","0","157.5",",0","0.0",",T,,0","","","0",",,,0","13.08",",0","17.00",",,,0","9.17",",,,0","","","","","",""
"USW00023272","1949-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.3","0","6.3",",0","4",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","8.9",",0,26,+","0","1,,0,31,+","0",",,0,31,+","12.7",",,0,18,","29.4",",0,06,","1921.8","0","149.1",",0","23.7",",,,0","","","0",",,,0","13.73",",0","16.73",",,,0","10.73",",,,0","","","","","",""
"USW00023272","1949-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","20.1","0","13.8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","1",",0","","","","","10.0",",0,30,+","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,24,+","33.3",",0,04,","2039.1","0","117.3",",0","0.0",",T,,0","","","0",",,,0","14.88",",0","17.96",",,,0","11.81",",,,0","","","","","",""
"USW00023272","1949-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","20.1","0","0.0",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","10.0",",0,15,+","0",",,0,31,+","0",",,0,31,+","0.8",",,0,31,+","22.2",",0,16,","128.5","0","128.5",",0","1.6",",,,0","","","0",",,,0","14.19",",0","17.22",",,,0","11.15",",,,0","","","","","",""
"USW00023272","1949-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","20.1","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","11.1",",0,23,+","0",",,0,31,+","0",",,0,31,+","1.0",",,0,27,","21.7",",0,21,","225.1","0","96.6",",0","1.0",",,,0","","","0",",,,0","15.22",",0","18.16",",,,0","12.28",",,,0","","","","","",""
"USW00023272","1949-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","37.1","0","17.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","10.6",",0,24,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,29,+","31.7",",0,22,","284.1","0","59.0",",0","0.0",",T,,0","","","0",",,,0","16.93",",0","20.90",",,,0","12.96",",,,0","","","","","",""
"USW00023272","1949-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","45.7","0","8.6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","7.2",",0,23,+","0",",,0,31,+","0",",T,0,18,","1.5",",,0,18,","28.9",",0,30,","404.8","0","120.7",",0","2.1",",,,0","","","0",",T,,0","14.72",",0","18.81",",,,0","10.62",",,,0","","","","","",""
"USW00023272","1949-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","47.7","0","2.0",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","","","","","8.3",",0,02,","0",",,0,30,+","0",",,0,30,+","23.4",",,0,09,","26.7",",0,04,","493.1","0","88.3",",0","30.0",",,,0","","","0",",,,0","15.46",",0","19.50",",,,0","11.41",",,,0","","","","","",""
"USW00023272","1949-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","47.7","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","4.4",",0,21,+","0",",,0,31,+","0",",,0,31,+","24.6",",,0,07,","20.0",",0,01,","740.9","0","247.8",",0","70.3",",,,0","","","0",",,,0","10.34",",0","13.27",",,,0","7.41",",,,0","","","","","",""
"USW00023272","1950-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","17",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","1.7",",0,04,","0",",,0,31,+","0",",,0,31,+","38.6",",,0,16,","18.3",",0,21,","1053.6","0","312.7",",0","188.1",",,,0","","","0",",,,0","8.25",",0","11.05",",,,0","5.45",",,,0","","","","","",""
"USW00023272","1950-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","5",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.2",",0,01,","0",",,0,28,+","0",",,0,28,+","21.1",",,0,04,","19.4",",0,25,","1258.7","0","205.1",",0","59.2",",,,0","","","0",",,,0","11.01",",0","14.31",",,,0","7.71",",,,0","","","","","",""
"USW00023272","1950-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","1.4","0","1.4",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","6.1",",0,11,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,23,","25.6",",0,30,","1463.5","0","204.8",",0","42.0",",,,0","","","0",",,,0","11.77",",0","15.00",",,,0","8.54",",,,0","","","","","",""
"USW00023272","1950-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","4.2","0","2.8",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","7.2",",0,28,+","0",",,0,30,+","0",",T,0,08,","12.2",",,0,07,","27.8",",0,19,","1615.1","0","151.6",",0","22.2",",,,0","","","0",",T,,0","13.37",",0","17.56",",,,0","9.18",",,,0","","","","","",""
"USW00023272","1950-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.7","0","2.5",",0","2",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","6.7",",0,03,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,02,","30.6",",0,29,","1795.2","0","180.1",",0","9.4",",,,0","","","0",",,,0","12.60",",0","16.00",",,,0","9.21",",,,0","","","","","",""
"USW00023272","1950-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.7","0","0.0",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","9.4",",0,08,+","0",",,0,30,+","0",",,0,30,+","0.8",",,0,11,","24.4",",0,29,","1932.0","0","136.8",",0","0.8",",,,0","","","0",",,,0","13.77",",0","16.76",",,,0","10.78",",,,0","","","","","",""
"USW00023272","1950-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.7","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","","","","","10.0",",0,21,+","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,27,","23.9",",0,02,","124.9","0","124.9",",0","0.0",",T,,0","","","0",",,,0","14.30",",0","17.24",",,,0","11.37",",,,0","","","","","",""
"USW00023272","1950-08","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","10.9","0","4.2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","10.6",",0,17,","0",",,0,31,+","0",",,0,31,+","0.0",",T,0,26,+","30.6",",0,15,","222.8","0","97.9",",0","0.0",",T,,0","","","0",",,,0","15.31",",0","18.84",",,,0","11.78",",,,0","","","","","",""
"USW00023272","1950-09","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","30.3","0","19.4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","9",",0","1",",0","","","","","10.0",",0,30,","0",",,0,30,+","0",",,0,30,+","0.0",",T,0,26,+","32.2",",0,03,","293.8","0","71.0",",0","0.0",",T,,0","","","0",",,,0","16.61",",0","20.43",",,,0","12.80",",,,0","","","","","",""
"USW00023272","1950-10","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","36.2","0","5.9",",0","9",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","","","","","9.4",",0,01,","0",",,0,31,+","0",",,0,31,+","38.4",",,0,25,","29.4",",0,10,","356.9","0","63.1",",0","69.1",",,,0","","","0",",,,0","16.49",",0","20.57",",,,0","12.40",",,,0","","","","","",""
"USW00023272","1950-11","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","46.2","0","10.0",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","9.4",",0,14,","0",",,0,30,+","0",",,0,30,+","48.0",",,0,18,","27.8",",0,03,","433.4","0","76.5",",0","125.8",",,,0","","","0",",,,0","16.12",",0","19.42",",,,0","12.82",",,,0","","","","","",""
"USW00023272","1950-12","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","46.2","0","0.0",",0","10",",0","8",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","5.6",",0,28,","0",",,0,31,+","0",",,0,31,+","44.5",",,0,03,","20.6",",0,09,","629.1","0","195.7",",0","152.8",",,,0","","","0",",,,0","12.02",",0","14.22",",,,0","9.82",",,,0","","","","","",""
"USW00023272","1951-01","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","4.4",",0,31,+","0",",,0,31,+","0",",,0,31,+","26.4",",,0,18,","17.2",",0,22,","883.0","0","253.9",",0","112.1",",,,0","","","0",",,,0","10.14",",0","12.78",",,,0","7.51",",,,0","","","","","",""
"USW00023272","1951-02","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.0","0","0.0",",0","10",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.2",",0,28,","0",",,0,28,+","0",",T,0,28,+","37.3",",,0,04,","20.0",",0,08,","1082.5","0","199.5",",0","76.2",",,,0","","","0",",T,,0","11.21",",0","14.46",",,,0","7.96",",,,0","","","","","",""
"USW00023272","1951-03","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.3","0","0.3",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","4.4",",0,01,","0",",,0,31,+","0",",T,0,01,","24.6",",,0,04,","25.0",",0,28,+","1271.4","0","188.9",",0","33.5",",,,0","","","0",",T,,0","12.25",",0","16.62",",,,0","7.88",",,,0","","","","","",""
"USW00023272","1951-04","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","0.3","0","0.0",",0","2",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","7.2",",0,01,","0",",,0,30,+","0",",,0,30,+","21.8",",,0,28,","20.0",",0,08,","1483.2","0","211.8",",0","22.6",",,,0","","","0",",,,0","11.27",",0","13.86",",,,0","8.68",",,,0","","","","","",""
"USW00023272","1951-05","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","5.3","0","5.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","5",",0","0",",0","","","","","8.9",",0,01,","0",",,0,31,+","0",",,0,31,+","14.2",",,0,03,","30.6",",0,25,","1620.9","0","137.7",",0","16.5",",,,0","","","0",",,,0","14.05",",0","17.49",",,,0","10.62",",,,0","","","","","",""
"USW00023272","1951-06","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","6.7","0","1.4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","","","","","8.9",",0,11,+","0",",,0,30,+","0",",,0,30,+","0.5",",,0,21,","26.1",",0,02,","1767.5","0","146.6",",0","1.1",",,,0","","","0",",,,0","13.49",",0","16.21",",,,0","10.77",",,,0","","","","","",""
"USW00023272","1951-07","37.7705","-122.4269","45.7","SAN FRANCISCO DOWNTOWN, CA US","7.0","0","0.3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","","","","","9.4",",0,14,","0",",,0,31,+","0",",,0,31,+","0.3",",,0,15,","23.9",",0,18,","151.0","0","151.0",",0","0.3",",,,0","","","0",",,,0","13.47",",0","16.18",",,,0","10.76",",,,0","","","","","",""
